Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_190.jpg;10.94104;1;0;0.9039502;100.0413;86.00961;1.210969;49.35172;-0.002011113
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_257.jpg;7.061717;1;0;0.9521183;100.0765;86.05627;1.221182;49.9296;-0.00504025
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_322.jpg;3.058865;1;0;1.018147;100.1143;86.1047;1.22701;50.29057;-0.003539543
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_390.jpg;-1.13754;1;0;1.071579;100.169;86.17116;1.218199;50.35488;-0.001108048
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_455.jpg;-4.821697;1;0;1.106473;100.2133;86.22217;1.216113;50.1153;0.000109788
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_524.jpg;-9.027666;1;0;1.169423;100.2608;86.27402;1.215259;49.5729;0.000177865
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_591.jpg;-12.97586;1;0;1.217699;100.3301;86.34355;1.219594;48.34235;359.9682
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_657.jpg;-15;1;0;1.259662;100.3859;86.39545;1.195633;47.0778;359.9429
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_723.jpg;-15;1;0;1.318953;100.4451;86.44772;1.167574;45.78347;359.9172
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_790.jpg;-15;1;0;1.369606;100.529;86.51799;1.130522;43.98027;359.8815
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_854.jpg;-15;1;0;1.41145;100.5957;86.57089;1.100265;42.58102;359.8539
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_924.jpg;-15;1;0;1.472301;100.6658;86.62386;1.068846;41.14951;359.8256
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_28_990.jpg;-10.8984;1;0;1.51914;100.7636;86.69627;1.04424;39.49664;359.8166
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_057.jpg;-10.95434;1;0;1.566603;100.8405;86.75186;1.044635;38.43356;359.8235
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_123.jpg;-6.997781;1;0;1.627012;100.9203;86.8086;1.06169;37.48969;359.8428
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_190.jpg;-2.878163;1;0;1.674295;101.0302;86.88834;1.136069;36.78964;359.915
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_254.jpg;0;1;0;1.719179;101.1151;86.95166;1.239618;36.66793;-0.00231256
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_321.jpg;0;1;0;1.777737;101.2024;87.01555;1.32543;36.63147;-0.00101669
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_390.jpg;0;1;0;1.825148;101.3203;87.10227;1.302705;36.61385;-0.001118359
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_456.jpg;0;1;0;1.872744;101.4112;87.1692;1.273713;36.60174;-0.0005506599
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_522.jpg;0;1;0;1.93319;101.5048;87.23814;1.287119;36.58916;-0.0006135912
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_590.jpg;0;1;0;1.976624;101.6329;87.33237;1.296088;36.57076;-0.001092896
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_653.jpg;4.069152;1;0;2.022185;101.7305;87.40607;1.299731;36.82942;7.74999E-05
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_720.jpg;1.961304;1;0;2.080909;101.8292;87.48232;1.290411;37.24609;-0.003463304
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_788.jpg;0;1;0;2.125361;101.9651;87.58598;1.304975;37.37492;-0.001767396
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_856.jpg;0;1;0;2.169223;102.0696;87.66526;1.309393;37.37632;-0.001264128
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_923.jpg;2.07402;1;0;2.228171;102.1761;87.74624;1.313726;37.40594;-0.001315264
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_29_991.jpg;6.094314;1;0;2.270514;102.3188;87.85957;1.307017;38.0538;0.01448318
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_058.jpg;10.04441;1;0;2.312453;102.4246;87.94968;1.274753;39.09552;0.06389949
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_121.jpg;13.98697;1;0;2.364594;102.5283;88.04455;1.191591;40.61486;0.1447369
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_189.jpg;14.24065;1;0;2.405461;102.6636;88.17778;1.019095;42.90692;0.2829027
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_255.jpg;15;1;0;2.443593;102.7619;88.28355;0.8500244;44.855;0.4338974
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_321.jpg;15;1;0;2.495849;102.8578;88.394;0.657032;46.85667;0.6098649
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_388.jpg;13.02981;1;0;2.534851;102.9821;88.5479;0.3615969;49.45316;0.8480758
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_454.jpg;9.005526;1;0;2.576962;103.0748;88.66756;0.1468935;50.97663;0.991126
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_521.jpg;9.031931;1;0;2.630772;103.1663;88.79182;359.9655;52.38005;1.139086
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_587.jpg;9.054912;1;0;2.663738;103.2902;88.96582;359.9863;54.10677;1.179343
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_656.jpg;4.89936;1;0;2.709123;103.3835;89.10014;0.02316782;55.08974;1.077905
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_721.jpg;0.9836937;1;0;2.765336;103.4772;89.23767;0.062376;55.64872;0.9595608
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_786.jpg;0;1;0;2.805586;103.573;89.37814;0.1637711;55.7985;0.8217651
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_854.jpg;0;1;0;2.845765;103.7037;89.56988;0.3831406;55.82727;0.6245429
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_922.jpg;2.093526;1;0;2.899326;103.8034;89.71689;0.5953221;55.86565;0.4744076
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_30_991.jpg;2.200758;1;0;2.939031;103.9358;89.91824;0.906142;56.37218;0.3248775
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_055.jpg;2.16036;1;0;2.978988;104.037;90.07129;1.130139;56.61927;0.1789338
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_120.jpg;2.149356;1;0;3.033057;104.1375;90.22693;1.316186;57.05886;0.03792108
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_187.jpg;6.291846;1;0;3.074851;104.2357;90.38524;1.415764;57.68486;359.9908
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_255.jpg;4.285398;1;0;3.117598;104.364;90.59943;1.387753;58.76783;359.9927
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_321.jpg;0.1804264;0.898027;0;3.174746;104.4615;90.76291;1.373155;59.22675;-0.00384498
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_388.jpg;0;0.6953548;0;3.207212;104.5935;90.98336;1.370601;59.35726;-0.001203872
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_456.jpg;3.925248;0.4990924;0;3.231238;104.6917;91.15057;1.350243;59.62572;0.01267029
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_521.jpg;7.930542;0.2988277;0;3.247302;104.7863;91.3194;1.270811;60.35662;0.07576751
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_590.jpg;11.97631;0.09653921;0;3.24666;104.9033;91.54674;1.044625;62.16889;0.2830246
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_659.jpg;15;0;0;3.235896;104.9822;91.71794;0.7467374;64.10175;0.5290627
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_721.jpg;15;0;0;3.214534;105.0534;91.88953;0.3558592;66.2099;0.8549737
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_788.jpg;11.0722;0;0;3.200984;105.1411;92.11908;359.8098;68.63438;1.274267
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_854.jpg;7.061214;0;0;3.190393;105.2075;92.29382;359.5983;69.94826;1.350541
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_923.jpg;3.116358;0;0;3.175537;105.2748;92.47148;359.5966;70.70622;1.141175
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_31_987.jpg;0;0;0;3.158719;105.3402;92.65187;359.7381;70.98485;0.8390656
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_056.jpg;-1.992924;0;0;3.140394;105.4247;92.89208;359.9439;70.88903;0.4354779
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_121.jpg;-6.18105;0;0;3.124843;105.4898;93.06982;0.04684536;70.38141;0.09924043
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_188.jpg;-10.13668;0;0;3.109937;105.5833;93.30155;0.1240323;68.86313;359.5242
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_255.jpg;-13.99964;0;0;3.092634;105.6579;93.46947;0.05447469;67.18452;359.0732
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_319.jpg;-15;0;0;3.068364;105.7373;93.63328;359.9692;65.17693;358.614
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_387.jpg;-15;0;0;3.054322;105.818;93.79793;0.02991644;63.12436;358.4709
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_452.jpg;-11.01487;0;0;3.041403;105.9304;94.01205;0.0176507;60.62379;358.6202
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_522.jpg;-7.098756;0;0;3.030355;106.0189;94.16907;359.9863;59.23732;358.9497
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_586.jpg;-3.046416;0;0;3.003132;106.1134;94.32132;359.9486;58.41328;359.1641
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_656.jpg;1.056798;0;0;2.993492;106.2391;94.52305;359.863;58.07641;359.4382
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_719.jpg;1.162986;0;0;2.978771;106.3314;94.6745;359.7825;58.30442;359.6777
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_786.jpg;5.11773;0;0;2.968189;106.422;94.82607;359.6961;58.71375;359.9366
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_856.jpg;9.284273;0;0;2.954594;106.5367;95.03056;359.6011;59.98891;0.3725564
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_922.jpg;13.07713;0;0;2.93762;106.617;95.18657;359.5896;61.5006;0.752467
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_32_989.jpg;8.919353;0;0;2.915045;106.7209;95.3978;359.752;63.43011;1.13505
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_055.jpg;4.923714;0;0;2.903093;106.7988;95.55791;0.01056902;64.41601;1.196731
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_122.jpg;4.924505;0;0;2.885592;106.8742;95.71477;0.07239093;65.07495;1.096151
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_186.jpg;9.128214;0;0;2.876474;106.9424;95.87156;0.0005678795;66.02361;1.049929
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_255.jpg;7.116102;0;0;2.864438;107.0263;96.0827;359.9228;67.55458;1.066314
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_321.jpg;3.057498;0;0;2.851215;107.0883;96.2417;359.9159;68.3512;1.016985
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_387.jpg;0;0;0.1041555;2.841229;107.1502;96.40011;359.9059;68.68503;0.9305941
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_454.jpg;0;0;0.2994159;2.802062;107.2308;96.6058;359.7764;68.76682;0.7797197
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_519.jpg;0;0;0.5004129;2.700563;107.2884;96.75276;359.5411;68.77321;0.6347347
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_588.jpg;0;0;0.6990708;2.584889;107.3608;96.93495;359.0396;68.79483;0.3319996
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_655.jpg;0;0;0.8996385;2.447257;107.4117;97.06197;358.6217;68.88657;359.9843
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_722.jpg;0;0;0;2.287622;107.4571;97.18907;358.4669;69.03468;359.9001
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_788.jpg;3.965742;0;0;2.26983;107.5171;97.36349;358.7139;69.43816;0.0139491
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_855.jpg;7.972122;0;0;2.196224;107.5613;97.49345;359.0418;70.26637;0.09189384
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_921.jpg;7.94412;0;0;2.179381;107.6005;97.62409;359.362;71.43338;0.2493252
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_33_986.jpg;11.95863;0;0;2.170045;107.6357;97.75464;359.6517;72.74693;0.4588892
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_054.jpg;12.16994;0;0;2.160519;107.6766;97.92807;359.9801;74.64707;0.7965208
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_120.jpg;8.233818;0;0;2.150168;107.705;98.05649;0.1439916;75.90833;1.000163
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_186.jpg;4.140799;0;0;2.143898;107.7336;98.18185;0.1550142;76.8095;1.062028
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_253.jpg;4.402549;0;0;2.139628;107.7698;98.34544;359.9669;77.47718;1.009452
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_323.jpg;0.6314948;0;0;2.132317;107.7963;98.46836;359.8553;77.75156;0.935325
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_390.jpg;-3.651251;0;0;2.12172;107.8341;98.63141;359.7226;77.51388;0.7433987
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_455.jpg;-7.449509;0;0;2.112579;107.8657;98.75229;359.6201;76.82991;0.5161012
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_520.jpg;-11.50788;0;0;2.0978;107.9009;98.8715;359.5178;75.72913;0.2064119
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_588.jpg;-15;0;0;2.083149;107.9551;99.02677;359.3861;73.60549;359.6501
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_655.jpg;-15;0;0;2.068377;107.9986;99.14293;359.4041;71.90528;359.2937
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_725.jpg;-13.10954;0;0;2.055253;108.0447;99.25955;359.5516;70.35266;359.0262
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_786.jpg;-9.138204;0;0;2.041567;108.0926;99.37797;359.8714;69.1075;358.9255
D:\Documents\Estudos\Robotics Software Engineer\Record_data\IMG\robocam_2019_02_21_18_53_34_852.jpg;-5.134026;0;0.2002089;2.017294;108.156;99.53075;0.1497122;67.93765;358.9805
